NodeId,PageRank
640,6.186583837634056e-05
2866,6.178772086969426e-05
343,6.17648405506572e-05
2272,6.161353734953898e-05
1657,6.146939252291377e-05
1962,6.140258635576478e-05
698,6.105395760716022e-05
1855,6.08664867518658e-05
1717,6.078497042518297e-05
781,6.077566000430157e-05
3941,6.074368898824941e-05
6804,6.071529467552354e-05
934,6.069742612690929e-05
347,6.069143859685301e-05
130,6.043558203993229e-05
7431,6.033199522971303e-05
961,6.0273388322021074e-05
92,6.019758810126729e-05
824,6.018223063849455e-05
4737,6.01780851692984e-05
443,6.016914540900818e-05
1398,6.0076590005243506e-05
1141,6.0015857782870335e-05
3181,5.977395073563699e-05
2320,5.9760398833607034e-05
505,5.9737082793878335e-05
2730,5.9661104926633344e-05
3399,5.955705128752417e-05
986,5.95116136738946e-05
1408,5.9475897630858344e-05
1918,5.924751365809859e-05
2873,5.911429526505547e-05
1863,5.898077683339653e-05
2837,5.889875513965179e-05
3253,5.8888781861642916e-05
3767,5.8758181657395895e-05
186,5.8738491018841146e-05
290,5.85859617177044e-05
3128,5.852973426038854e-05
567,5.850260095851517e-05
5248,5.843895858928203e-05
937,5.843556814398502e-05
4996,5.8431805522605016e-05
2904,5.809411573481447e-05
697,5.781726146155734e-05
378,5.778624803595828e-05
4609,5.777982777651843e-05
4765,5.7711191831389664e-05
6323,5.770244578419226e-05
720,5.769506478680388e-05
1099,5.768171561375797e-05
3885,5.761846451474424e-05
2836,5.758123797470214e-05
1533,5.746240874933488e-05
538,5.734270885132425e-05
3091,5.725209852810891e-05
50,5.72243435460915e-05
4798,5.7212689712787094e-05
3548,5.7098664925728526e-05
1769,5.704288360124472e-05
1156,5.7032509725217274e-05
5353,5.691636273151526e-05
3075,5.6915396624686686e-05
250,5.657469620826306e-05
1502,5.656315720249149e-05
174,5.647509896271967e-05
1751,5.640073576011047e-05
2867,5.628075822241182e-05
860,5.621935901615999e-05
694,5.61736859053255e-05
2684,5.610452916201407e-05
7858,5.5963008758822605e-05
44,5.587467075526047e-05
4391,5.577952865497862e-05
4654,5.571619214287118e-05
993,5.5591883882086924e-05
786,5.5563473894959356e-05
4407,5.549149067135364e-05
3004,5.542790983541769e-05
3428,5.5377074334930635e-05
4003,5.5280030097399575e-05
3439,5.516582873968916e-05
459,5.513403331122272e-05
223,5.511863660808267e-05
128,5.5085438635359404e-05
456,5.502801128221334e-05
3216,5.480981988286988e-05
633,5.4797195505093896e-05
2010,5.470112897471675e-05
1995,5.467453898045277e-05
114,5.461793324742405e-05
1614,5.4557474017240085e-05
8662,5.4523467098409627e-05
4143,5.451873786211355e-05
3684,5.448127764011293e-05
288,5.4406008887175095e-05
33,5.437940867362037e-05
2853,5.4334582218035724e-05
5884,5.432728198585835e-05
2505,5.41624875169947e-05
3484,5.4157676272997295e-05
4084,5.4113224388152294e-05
265,5.398921963156273e-05
1700,5.393449703689962e-05
520,5.377245285559137e-05
677,5.37005788059915e-05
5038,5.364930557972648e-05
1151,5.3642369206919715e-05
2169,5.363837616918785e-05
90,5.362096971169758e-05
5403,5.351086044948262e-05
5060,5.348258941698283e-05
1777,5.3359036563824304e-05
390,5.328901446426352e-05
1968,5.328499381860702e-05
8383,5.3281628272103444e-05
132,5.327632392732199e-05
3184,5.327319096654109e-05
140,5.3247345422230085e-05
2365,5.3023334125739694e-05
241,5.3011671250721176e-05
5026,5.295247374443883e-05
966,5.2894897040663686e-05
1667,5.284705290812298e-05
1835,5.278686918410797e-05
382,5.27279556977489e-05
8342,5.2676882574379324e-05
5784,5.267208498791373e-05
5711,5.262007271833928e-05
1411,5.261317024076176e-05
2620,5.254503289912234e-05
125,5.2540412978171444e-05
6562,5.251336953245273e-05
94,5.236149294468217e-05
644,5.232448998601767e-05
6355,5.2239657477216e-05
2013,5.220845438677042e-05
3793,5.2169315166786645e-05
1904,5.1975730458734796e-05
30,5.196745722675475e-05
1102,5.19632251545037e-05
3384,5.1927427638481e-05
1487,5.192008488646853e-05
3876,5.191538046673842e-05
2745,5.182722687541258e-05
2466,5.182238576182897e-05
7724,5.1781629512380426e-05
8590,5.1727463975238005e-05
381,5.170542249820041e-05
3928,5.1684925983473826e-05
267,5.1608564897488525e-05
1936,5.156860364739155e-05
1616,5.149878871095133e-05
4694,5.149014606268325e-05
1491,5.1394059737382666e-05
2088,5.139194261301364e-05
815,5.136679999168096e-05
1322,5.130327947605315e-05
8169,5.122426277023625e-05
500,5.120276513266887e-05
340,5.116451114677555e-05
2074,5.1109182857661475e-05
1528,5.110550482863142e-05
2878,5.1082519191163996e-05
2602,5.106460366486113e-05
2285,5.1056274687717925e-05
2215,5.1038460029753035e-05
2787,5.102893909370683e-05
2245,5.096586203528357e-05
9348,5.090945469348441e-05
4315,5.089267678358141e-05
3869,5.084655552195718e-05
908,5.082942117201346e-05
87,5.0819648455114064e-05
1093,5.0817966018920345e-05
170,5.068514087154713e-05
2268,5.066201864231502e-05
6235,5.062231866656608e-05
1185,5.058026204639988e-05
850,5.057805058746835e-05
5500,5.048337112746515e-05
1900,5.044454233229581e-05
895,5.041569086451252e-05
614,5.039594976751168e-05
2447,5.038338671151496e-05
714,5.0321936234991126e-05
6813,5.022048931870674e-05
1299,5.020219341350384e-05
6620,5.019588312978527e-05
1037,5.010617620371751e-05
1021,5.009567018186981e-05
2469,5.00589739158814e-05
18,4.991580317471916e-05
1868,4.9780890921637e-05
2661,4.977218021219717e-05
319,4.972826127486011e-05
1165,4.959459573008465e-05
534,4.958319256095083e-05
106,4.9555785812414e-05
521,4.9555401924405795e-05
110,4.955128201643779e-05
2301,4.9520599749469685e-05
1042,4.9483679566786294e-05
6316,4.938947671032699e-05
3437,4.932760699039792e-05
1229,4.928569342312462e-05
2989,4.9175330741091906e-05
6250,4.9023155807207076e-05
374,4.8915101181826205e-05
687,4.889875451971187e-05
3583,4.8895526510517766e-05
1571,4.88358994050224e-05
7423,4.878968961773306e-05
3568,4.874857858726146e-05
1078,4.8713554100553105e-05
4336,4.868551864711744e-05
700,4.86832061230866e-05
497,4.867813878337634e-05
4389,4.864057788364019e-05
2379,4.863650757232956e-05
2230,4.8592380657213316e-05
8310,4.8580529902515e-05
5064,4.853623032463015e-05
2674,4.853246142100568e-05
1550,4.846787525687844e-05
5903,4.8441362051667224e-05
4191,4.837728455822726e-05
784,4.831851570176038e-05
1196,4.825624601178082e-05
1114,4.824832056551752e-05
976,4.823616003297315e-05
6715,4.822283785333188e-05
1240,4.815062822349552e-05
772,4.814791664634383e-05
1552,4.813710307514063e-05
1574,4.8135991986709686e-05
190,4.8092958979778826e-05
1324,4.806288280018739e-05
4248,4.8031851411447416e-05
1155,4.802897074949976e-05
8720,4.800476264986714e-05
3614,4.7984087860247276e-05
1530,4.798028422774998e-05
9,4.7950761378062004e-05
730,4.7916006957529245e-05
3355,4.788632175054655e-05
8629,4.787651239596088e-05
1905,4.7852185790435556e-05
1632,4.784866257388177e-05
2813,4.784404842693889e-05
4261,4.784215749194046e-05
1340,4.7794225330045885e-05
2776,4.778332662418994e-05
1020,4.775094099045238e-05
3328,4.773114988964228e-05
2646,4.7701234550689834e-05
3639,4.766465548784182e-05
1382,4.76645546632607e-05
430,4.762371576894694e-05
2212,4.761626381024467e-05
350,4.759407545312056e-05
3269,4.7581060706689246e-05
2915,4.7577316744792946e-05
2258,4.747958040581346e-05
3698,4.746424099241841e-05
1969,4.7446133091229185e-05
596,4.7359965400075255e-05
3083,4.7350256249222524e-05
643,4.7289668717949356e-05
1062,4.7266368436031275e-05
6008,4.7261058773080736e-05
2517,4.7239904158710893e-05
804,4.719406400266772e-05
978,4.717941340909045e-05
5966,4.716215934320497e-05
5372,4.712449656721109e-05
3438,4.712036613179204e-05
1207,4.709115929375404e-05
6097,4.706447931349202e-05
2113,4.7059781953152895e-05
870,4.703517214269852e-05
933,4.6999191942228105e-05
5387,4.6906320378010675e-05
3398,4.6894153074105083e-05
1057,4.6871865997543856e-05
3069,4.683048846118973e-05
3556,4.6827831681149185e-05
1294,4.680602240750376e-05
616,4.677791866100011e-05
3094,4.675622707936284e-05
7940,4.673494273126798e-05
1109,4.6733499344313905e-05
4478,4.672143133325492e-05
4160,4.67200794517999e-05
2824,4.665381536579526e-05
2952,4.659807012735088e-05
1459,4.659500152217449e-05
1006,4.658329618203799e-05
649,4.656249918288274e-05
1258,4.655815360388474e-05
1259,4.654326228745714e-05
4238,4.6534007104469796e-05
2053,4.653072169851516e-05
766,4.645101478185275e-05
4551,4.641828094889963e-05
1765,4.638527167158303e-05
5121,4.6379007684045163e-05
5331,4.633927168804219e-05
9780,4.6336699192765194e-05
2398,4.6328229924975585e-05
71,4.628165308638605e-05
6921,4.626579983332222e-05
6735,4.622193926614408e-05
1670,4.617870736236486e-05
282,4.616660014876201e-05
593,4.615995058506626e-05
796,4.6144516833437034e-05
1014,4.606871311873136e-05
762,4.604833413208339e-05
5649,4.5967183139080766e-05
466,4.581272987855774e-05
6786,4.578074279104086e-05
5589,4.574243651433257e-05
2290,4.568415546384295e-05
2091,4.568292078398379e-05
4957,4.5676632629694806e-05
6402,4.566612551498947e-05
1395,4.5657608206272563e-05
958,4.564894066842241e-05
58,4.562860603072182e-05
985,4.549528941985048e-05
6873,4.548261102398991e-05
342,4.546431266349545e-05
3065,4.54560489946151e-05
2714,4.544716575888589e-05
2058,4.5426979728394294e-05
411,4.540276646501702e-05
626,4.540173162398115e-05
1031,4.5377698817330394e-05
1568,4.536493841849396e-05
7520,4.534178273380485e-05
512,4.5305574744676325e-05
4226,4.528224657248114e-05
5740,4.525939002997906e-05
4998,4.5251148377644824e-05
2190,4.520772414005131e-05
2011,4.519927257348704e-05
1385,4.5138825884408836e-05
661,4.5098687538019147e-05
2658,4.4993718389823724e-05
4195,4.4979385000967316e-05
4735,4.497583095542393e-05
2854,4.496971630772804e-05
7186,4.495358882542187e-05
734,4.494935211903524e-05
621,4.4943786686337214e-05
1315,4.489200794541043e-05
2504,4.4867333126711535e-05
1218,4.483709421357509e-05
3277,4.483628003652491e-05
2807,4.4817061525252274e-05
893,4.478927366391788e-05
217,4.475648378359859e-05
3344,4.4752548392799725e-05
1039,4.4674882602283515e-05
3366,4.465349245003599e-05
1817,4.464481916541035e-05
2565,4.461079998397481e-05
795,4.460902358183059e-05
1929,4.460454146103934e-05
7650,4.453308900167876e-05
1697,4.452474234024829e-05
6275,4.45239088321246e-05
454,4.451511272132801e-05
3664,4.4506775870778375e-05
1985,4.4456962296878544e-05
178,4.445610766841697e-05
2478,4.430670085631817e-05
2181,4.4274567556735194e-05
1824,4.424293405232532e-05
1480,4.421951383302663e-05
4826,4.4200338320499745e-05
4282,4.417920360361718e-05
69,4.4142163656717754e-05
180,4.4118266669083706e-05
4199,4.4105395808876945e-05
1175,4.4099644102792694e-05
1347,4.4075801343374226e-05
1088,4.403469321739069e-05
393,4.402335614169785e-05
2885,4.401890567759718e-05
2967,4.401547749586853e-05
3939,4.397220690405198e-05
1818,4.396593351885349e-05
7412,4.39527519319376e-05
2349,4.3937291173995433e-05
2710,4.390933650552921e-05
939,4.389153513788704e-05
759,4.3866085217945645e-05
1562,4.380882284029535e-05
5863,4.3803622081362836e-05
4830,4.377583991276544e-05
5206,4.376603705325017e-05
2570,4.376469472247021e-05
1011,4.375191142065715e-05
1244,4.369799635058439e-05
3861,4.363476438407123e-05
1320,4.363432632913351e-05
2564,4.362929742671483e-05
79,4.3611172343745984e-05
2895,4.3591037988578886e-05
756,4.3575210011983134e-05
3680,4.354776859408124e-05
6613,4.3547719058822686e-05
5226,4.353798626060547e-05
1009,4.353349224969335e-05
1547,4.347763582953531e-05
328,4.347491112407232e-05
176,4.344908913347889e-05
4403,4.34354989125982e-05
3743,4.341411843419284e-05
2704,4.3407901340395204e-05
3490,4.340238253159295e-05
3763,4.339787991816237e-05
314,4.338936704900182e-05
6945,4.337820288620468e-05
388,4.334642134705092e-05
2433,4.331075516874012e-05
1345,4.330117844385294e-05
237,4.328504477583425e-05
935,4.324606562049663e-05
2850,4.321564681792108e-05
5179,4.3197805117484705e-05
3092,4.318928389813644e-05
1053,4.314872183983168e-05
1907,4.3133869709674336e-05
3527,4.3119572653273906e-05
266,4.3065726798606496e-05
1509,4.300210984286223e-05
803,4.29706659650011e-05
3931,4.2953830073946346e-05
2882,4.2900578819896783e-05
3585,4.288864942108178e-05
2472,4.281752875503304e-05
2693,4.2779255694251415e-05
1652,4.276029658157997e-05
5017,4.2674754196311975e-05
2037,4.265116100490492e-05
3966,4.2644815896633e-05
1330,4.262779997902747e-05
7551,4.259858681520636e-05
1773,4.258244272004956e-05
9138,4.253805688476038e-05
4755,4.253540013088651e-05
1504,4.2523889211081245e-05
1600,4.252274865487075e-05
7693,4.247275893993185e-05
564,4.245191639588164e-05
1797,4.243970296122742e-05
2310,4.243343744660024e-05
3038,4.240788682939726e-05
1475,4.240787776140536e-05
3166,4.237565494967824e-05
3905,4.23522801944481e-05
5528,4.2331485062400346e-05
275,4.231423514011607e-05
1778,4.22945897282518e-05
753,4.229184973178115e-05
1026,4.2282195629698075e-05
5322,4.226938600982258e-05
3638,4.2239323899536776e-05
7970,4.2156055133100296e-05
8523,4.2154201477207446e-05
1764,4.214852832799853e-05
2636,4.214243968325144e-05
1451,4.212616511386854e-05
1755,4.212085378357111e-05
686,4.2116980281573114e-05
2964,4.210874327492025e-05
595,4.2097155768494546e-05
615,4.208996575580159e-05
5136,4.208848796507281e-05
7327,4.2084598341604215e-05
4366,4.204345484499183e-05
5070,4.204201249359383e-05
1306,4.2027672839493596e-05
2031,4.202169771109853e-05
2520,4.1978166509839944e-05
1741,4.1944719854368385e-05
1960,4.193692572322679e-05
1795,4.1890910930178816e-05
3024,4.187776111827729e-05
6006,4.1818635562864915e-05
270,4.173202172351754e-05
674,4.172822417570499e-05
4929,4.170109528573765e-05
1708,4.169605193785514e-05
67,4.168471906984231e-05
1278,4.1675776731176675e-05
137,4.165848245625715e-05
402,4.16178423977862e-05
1872,4.160796255909186e-05
429,4.156498224648532e-05
3343,4.1523556620453765e-05
642,4.1500716481749505e-05
7710,4.1483902645323404e-05
5621,4.147853426913857e-05
1953,4.146713704180066e-05
3492,4.146157817302086e-05
2075,4.144790829389443e-05
311,4.144078731981047e-05
750,4.142758200421799e-05
3127,4.141691741055339e-05
3486,4.141450500898311e-05
2848,4.1380683694037e-05
2444,4.131249034611658e-05
1327,4.130647341394022e-05
600,4.130639713375357e-05
4437,4.1236743909233506e-05
7581,4.1227944779782915e-05
631,4.119248156061512e-05
1771,4.11679877083617e-05
2140,4.116360403214537e-05
900,4.114351596345588e-05
6439,4.1142421877052335e-05
1483,4.1096142535697174e-05
9974,4.1095363445824935e-05
7708,4.1084132081871876e-05
3101,4.106340373949617e-05
3590,4.103130838333355e-05
2921,4.101653331284197e-05
7804,4.1014180579565004e-05
1222,4.0960861182166954e-05
3978,4.0928763136271466e-05
1759,4.092185726913091e-05
561,4.091025048911448e-05
2580,4.088027990736658e-05
1203,4.087371599091513e-05
4823,4.0858765620804555e-05
833,4.084495625092098e-05
2597,4.083054107780104e-05
1666,4.0817769980040636e-05
5760,4.076056085445233e-05
726,4.075870831298478e-05
2007,4.0751799775974814e-05
5614,4.074101307566133e-05
2224,4.0737689579165166e-05
1416,4.070839752600599e-05
182,4.069354699731927e-05
5968,4.06860720653941e-05
4719,4.06495689204945e-05
913,4.06294917882427e-05
202,4.0620790770022645e-05
1648,4.060544442280704e-05
1230,4.060372709626119e-05
3565,4.058276162178909e-05
1045,4.0575093776653527e-05
1714,4.056593077336169e-05
1016,4.0561243519308715e-05
6104,4.0543383097584425e-05
949,4.047597287144586e-05
4353,4.04658872238045e-05
547,4.046053709756564e-05
743,4.0436553249199095e-05
399,4.043045817104195e-05
6849,4.036954121185573e-05
396,4.033622195104427e-05
5237,4.0314288507408875e-05
1883,4.030426752574681e-05
9110,4.0277527616847504e-05
5521,4.027091010988295e-05
542,4.0240784875476014e-05
2765,4.0226559374110986e-05
5350,4.022466086501693e-05
608,4.020339658967487e-05
1664,4.0183037667130724e-05
5169,4.0180907526871765e-05
1075,4.0164913803598095e-05
3212,4.015411040558679e-05
8813,4.013268464728594e-05
2990,4.0104828897005566e-05
637,4.010222450614064e-05
52,4.0043963647810036e-05
3369,4.004098629256601e-05
222,4.0034812106309985e-05
1368,3.996722526246182e-05
187,3.9965032361179276e-05
1910,3.996138320850102e-05
3388,3.995306937889708e-05
4643,3.98940492888121e-05
1172,3.988470225936184e-05
3903,3.9871116537327834e-05
11,3.984381039796006e-05
1770,3.980953044352666e-05
1440,3.976262479697637e-05
301,3.9730433015502036e-05
6,3.968327552618458e-05
1659,3.966956649508072e-05
2186,3.964439079662197e-05
1538,3.9638567971217986e-05
1747,3.961554011696134e-05
838,3.961460825171301e-05
570,3.961450295998057e-05
2898,3.95958737834802e-05
3376,3.957793125719266e-05
487,3.956064009025145e-05
3539,3.955912450114083e-05
1580,3.9558109287747644e-05
134,3.953679320585198e-05
620,3.953624230062791e-05
7597,3.9510127356639984e-05
4919,3.950357805808713e-05
335,3.946172674355083e-05
1886,3.94615445849755e-05
325,3.941473514365767e-05
31,3.94121106156328e-05
975,3.940580529011169e-05
1003,3.9403143247493506e-05
3787,3.939148850683464e-05
2819,3.938644570650289e-05
3652,3.93820193087361e-05
3588,3.937256767347918e-05
2556,3.9346641871409775e-05
3126,3.9338917561631e-05
996,3.933371909313983e-05
910,3.9280017217477874e-05
2863,3.92524443607928e-05
2086,3.919635946892902e-05
4804,3.91951025283622e-05
192,3.918037106960997e-05
2188,3.917611379602344e-05
992,3.916235328979728e-05
6024,3.916013524999801e-05
1362,3.914928576156271e-05
4139,3.912003651231886e-05
7318,3.9103157668030516e-05
1858,3.908202169108864e-05
1851,3.906642467747198e-05
2970,3.906077953684705e-05
752,3.905821020645849e-05
3324,3.905819759553859e-05
3123,3.905760809716993e-05
874,3.902999151202305e-05
2785,3.898307745231952e-05
823,3.897464995958071e-05
923,3.893216065474135e-05
491,3.892495266243557e-05
7238,3.891880906951715e-05
1884,3.890492349459259e-05
675,3.888839309345315e-05
3458,3.8863593167474615e-05
5096,3.883438007034129e-05
120,3.883239886208459e-05
540,3.880269882649439e-05
2625,3.880060309169573e-05
3681,3.8797598468543916e-05
613,3.87943257533501e-05
569,3.8783315201214465e-05
2127,3.878147774322399e-05
2440,3.8776338688328586e-05
591,3.877136393195853e-05
8577,3.8758306485648205e-05
2389,3.874840373935007e-05
1647,3.8725340146944004e-05
2279,3.8718003881278644e-05
801,3.8712844883238686e-05
3520,3.8703520306521465e-05
4077,3.866521879152116e-05
2887,3.8658197932465104e-05
6010,3.864864844117096e-05
4951,3.862907372920886e-05
5346,3.862721977705735e-05
717,3.8621762392140624e-05
515,3.86205051928519e-05
2637,3.8611321982093806e-05
7483,3.8609378980459844e-05
1919,3.859481123444356e-05
3530,3.8591774347370835e-05
4037,3.856499462547835e-05
89,3.853830125579912e-05
636,3.853608629616616e-05
1974,3.849052947625794e-05
440,3.848743843907653e-05
1964,3.847698622504269e-05
6705,3.846635655581652e-05
1806,3.846068746081775e-05
5321,3.846004695877909e-05
2154,3.844729891449954e-05
5443,3.8444889156189655e-05
7488,3.840681242291967e-05
1760,3.8398047357082733e-05
4947,3.8393925115799345e-05
3635,3.8389965052515976e-05
5160,3.838790298124879e-05
4655,3.838521227206529e-05
1512,3.837190298149675e-05
354,3.836692059912491e-05
2045,3.836048562827453e-05
1630,3.8346510716183674e-05
308,3.834227549238407e-05
3056,3.832586373251305e-05
1243,3.829709120620483e-05
3525,3.8288754341343266e-05
1595,3.82671187055763e-05
1789,3.824350080058339e-05
4193,3.823689687545382e-05
1921,3.816968464386264e-05
3093,3.816460654763706e-05
610,3.8163688438389006e-05
855,3.815891548976991e-05
6806,3.8151702154492075e-05
375,3.815130880402497e-05
4888,3.8140464893919e-05
1633,3.811740648470123e-05
5680,3.8112266724196464e-05
232,3.8086407689446426e-05
2006,3.807632368325432e-05
973,3.8076207753425106e-05
1233,3.806034512296437e-05
4215,3.8059930813125155e-05
3297,3.805913359414297e-05
5795,3.803916764709022e-05
4247,3.802873489135944e-05
2553,3.7976690776183755e-05
5164,3.7973965318579734e-05
4685,3.7971525164383165e-05
4613,3.79183906829482e-05
4220,3.790711797470116e-05
6815,3.790572500393923e-05
2144,3.790177494907232e-05
1970,3.7875810657753855e-05
2934,3.785050196439641e-05
4284,3.784359261440472e-05
4745,3.781311562883795e-05
8713,3.781008813233372e-05
940,3.780090476931881e-05
3589,3.77926287863392e-05
2826,3.778513669761088e-05
7133,3.7781203006954884e-05
4680,3.775713948226764e-05
6102,3.775499856259942e-05
204,3.7730408658383445e-05
6479,3.771956659752076e-05
447,3.771904361950488e-05
1005,3.771449916208048e-05
5539,3.770806451669919e-05
5149,3.769618094936996e-05
9252,3.768976370196028e-05
2518,3.7677609118056204e-05
9825,3.767092717544491e-05
93,3.7660725416601736e-05
602,3.7657963976718194e-05
1949,3.765113408140438e-05
2640,3.764821382366017e-05
1353,3.764047015341251e-05
8725,3.762602508788564e-05
1249,3.761942364377762e-05
177,3.761702092813828e-05
2367,3.759602933643778e-05
2435,3.7535457122290615e-05
5406,3.752692017784181e-05
5999,3.750116859125462e-05
3456,3.7495491373062023e-05
2297,3.749347300760462e-05
1194,3.748301428673317e-05
1252,3.746503884990361e-05
2087,3.745961637618753e-05
1072,3.745469755945964e-05
4612,3.743714620518655e-05
757,3.7436656229054e-05
66,3.7432726101819936e-05
3782,3.74311967095359e-05
8214,3.738943998178755e-05
54,3.738343721588211e-05
1743,3.7359938931845684e-05
4352,3.7354561176499565e-05
1927,3.734402104507743e-05
4061,3.733434676072162e-05
1281,3.733037907318332e-05
239,3.732129854682241e-05
85,3.731665973753244e-05
4057,3.7293222181653626e-05
1232,3.72774713135052e-05
1860,3.726386048453191e-05
679,3.7260619678505956e-05
1750,3.723403614724904e-05
3469,3.723126242073309e-05
379,3.7215027184191505e-05
4185,3.718166772973791e-05
3330,3.713063370481329e-05
5137,3.712041361340648e-05
1041,3.708826568822994e-05
2862,3.708701127637294e-05
1211,3.7061117913712055e-05
6313,3.705238677924357e-05
546,3.70283563635382e-05
2875,3.702305216532998e-05
7199,3.701199287907674e-05
455,3.7000843355414236e-05
2275,3.6997430334706493e-05
1359,3.6993861292170495e-05
3560,3.6983501644331944e-05
1603,3.69695492310267e-05
3965,3.695841189800542e-05
213,3.6935413507739935e-05
3643,3.6931923186613495e-05
4166,3.6924818272160846e-05
3473,3.691692487211626e-05
367,3.690802230808932e-05
901,3.6882531200425305e-05
6758,3.6882499173052235e-05
3584,3.6875999525420596e-05
2552,3.6875625569265085e-05
2121,3.6855060690616024e-05
1570,3.685343846241354e-05
2634,3.684424110535002e-05
1798,3.684034600105839e-05
1532,3.683786475571629e-05
764,3.681301738517157e-05
2738,3.680042507010151e-05
2845,3.679522125373146e-05
1015,3.679451984466871e-05
3254,3.678470306139298e-05
5301,3.6774556901356936e-05
2896,3.6768702700460114e-05
2331,3.675515151608655e-05
2605,3.6723451413642354e-05
2844,3.669037312891796e-05
164,3.6690012162467474e-05
3673,3.666063096398275e-05
4327,3.661713757072597e-05
851,3.658693887144169e-05
